layer,atom,unrelated_atom,control,selection_mean_abs_target_contribution,prompt_id,suite,text,logit_rel,logit_rel_percent,logit_max_abs,logit_cosine,kl_base_to_patch,js_divergence,top1_same,base_top1_id,base_top1_token,patched_top1_id,patched_top1_token,topk_overlap,target_id,target_token,base_target_logit,patched_target_logit,target_logit_delta,base_target_prob,patched_target_prob,target_prob_delta
3,3573,658,random_2,0.0038583695422858,14,russian,Вода замерзает при температуре,0.0005986910546198487,0.05986910546198487,0.0234375,1.0000022649765015,9.397877875017002e-06,2.378161298111081e-06,True,220, ,220, ,1.0,220, ,9.859375,9.8515625,-0.0078125,0.26714596152305603,0.26687246561050415,-0.0002734959125518799
3,3573,658,random_2,0.0038583695422858,15,factual,The process by which plants use light is called,0.0017267245566472411,0.1726724556647241,0.0390625,0.9999972581863403,4.422766141942702e-05,1.0955483048746828e-05,True,7249, photos,7249, photos,1.0,7249, photos,19.09375,19.078125,-0.015625,0.566943883895874,0.5627545714378357,-0.00418931245803833
3,3573,658,random_2,0.0038583695422858,16,continuation,The scientist examined the data and concluded that,0.0025461812037974596,0.25461812037974596,0.03515625,0.9999921321868896,7.167577678046655e-06,2.3150323613663204e-06,True,279, the,279, the,1.0,279, the,16.453125,16.453125,0.0,0.4974929690361023,0.4980584979057312,0.0005655288696289062
3,3573,658,random_2,0.0038583695422858,17,ukrainian,Вода замерзає за температури,0.007400117348879576,0.7400117348879576,0.22607421875,0.9999772310256958,0.00110055529512465,0.00027733367460314184,True,11916,ю,11916,ю,1.0,11916,ю,10.0859375,10.15625,0.0703125,0.1448928415775299,0.14861972630023956,0.0037268847227096558
3,3573,658,random_2,0.0038583695422858,18,continuation,"Once upon a time, in a small village,",0.0018093280959874392,0.18093280959874392,0.0390625,0.9999879598617554,2.7827538815472508e-06,8.478470476802613e-07,True,1052, there,1052, there,1.0,1052, there,17.921875,17.921875,0.0,0.6780264973640442,0.6778757572174072,-0.0001507401466369629
3,3573,658,random_2,0.0038583695422858,19,continuation,The book begins with a description of,0.0012312692124396563,0.12312692124396563,0.0234375,0.9999940991401672,3.295711940154433e-05,8.450416316918563e-06,True,279, the,279, the,1.0,279, the,15.1015625,15.125,0.0234375,0.40656569600105286,0.40987125039100647,0.0033055543899536133
3,3573,658,random_2,0.0038583695422858,20,german,Die Hauptstadt von Frankreich ist,0.001920465612784028,0.1920465612784028,0.04296875,0.9999960660934448,3.7496709410334006e-05,9.176626917906106e-06,True,12095, Paris,12095, Paris,1.0,12095, Paris,12.4609375,12.4765625,0.015625,0.29806914925575256,0.3005755543708801,0.0025064051151275635
3,3573,658,random_2,0.0038583695422858,21,capital,The capital of Brazil is,0.0015253731980919838,0.15253731980919838,0.029296875,0.9999909400939941,3.5173499782104045e-05,8.729109140404034e-06,True,7407, located,7407, located,0.8,7407, located,16.078125,16.0625,-0.015625,0.15309502184391022,0.15080735087394714,-0.0022876709699630737
3,3573,658,random_2,0.0038583695422858,22,ukrainian,Два плюс два дорівнює,0.0011238345177844167,0.11238345177844167,0.0390625,0.9999911189079285,1.6299236449413e-05,4.1153143683914095e-06,True,7665, к,7665, к,1.0,7665, к,11.140625,11.1328125,-0.0078125,0.15919312834739685,0.15886542201042175,-0.00032770633697509766
3,3573,658,random_2,0.0038583695422858,23,code,"try:
    result = 10 / 2
except Exception as e:
    print(",0.004191875923424959,0.4191875923424959,0.0703125,0.9999890327453613,0.00010159001976717263,2.5804502911341842e-05,True,607, str,607, str,1.0,607, str,17.453125,17.484375,0.03125,0.2566661536693573,0.26065343618392944,0.0039872825145721436
3,3573,658,random_2,0.0038583695422858,24,code,"for i in range(5):
    print(",0.005708599463105202,0.5708599463105202,0.078125,0.9999809265136719,5.2290277380961925e-05,1.323705919276108e-05,True,20,5,20,5,1.0,20,5,20.09375,20.09375,0.0,0.4754438102245331,0.47762712836265564,0.0021833181381225586
3,3573,658,random_2,0.0038583695422858,25,capital,The capital of Poland is,0.002188005717471242,0.2188005717471242,0.041015625,0.9999958276748657,3.793085488723591e-05,9.330558896181174e-06,True,7407, located,7407, located,1.0,7407, located,15.6171875,15.6171875,0.0,0.13695135712623596,0.1371166706085205,0.0001653134822845459
3,3573,658,random_2,0.0038583695422858,26,capital,The capital of Ukraine is,0.0021159336902201176,0.21159336902201176,0.04150390625,0.999996542930603,1.6332438462995924e-05,4.089060439582681e-06,True,7407, located,7407, located,1.0,7407, located,16.109375,16.109375,0.0,0.33429190516471863,0.33346062898635864,-0.0008312761783599854
3,3573,658,random_2,0.0038583695422858,27,math,"The next number in the sequence 2, 4, 8, 16 is",0.0024364495184272528,0.24364495184272528,0.046875,0.9999958276748657,3.901512172888033e-05,9.696535926195793e-06,True,510,":
",510,":
",1.0,510,":
",19.421875,19.4375,0.015625,0.25789403915405273,0.2587703764438629,0.0008763372898101807
3,3573,658,random_2,0.0038583695422858,28,continuation,"After the rain stopped, the sky became",0.0013026916421949863,0.13026916421949863,0.025390625,0.9999887347221375,1.3665340702573303e-05,3.63253707291733e-06,True,2797, clear,2797, clear,1.0,2797, clear,17.640625,17.640625,0.0,0.24805451929569244,0.24828340113162994,0.0002288818359375
3,3573,658,random_2,0.0038583695422858,29,math,"If y - 5 = 9, then y =",0.00344401178881526,0.344401178881526,0.0625,0.9999850988388062,2.828890319506172e-05,6.980803618716891e-06,True,220, ,220, ,1.0,220, ,17.921875,17.921875,0.0,0.34557193517684937,0.3464759588241577,0.0009040236473083496
3,3573,658,random_2,0.0038583695422858,30,math,One half of 50 is,0.003550851484760642,0.3550851484760642,0.060546875,0.9999840259552002,1.6982741726678796e-05,4.347538606452872e-06,True,6144, equal,6144, equal,1.0,6144, equal,20.015625,20.015625,0.0,0.46574845910072327,0.466111421585083,0.0003629624843597412
3,3573,658,random_2,0.0038583695422858,31,capital,The capital of Portugal is,0.0032814564183354378,0.3281456418335438,0.05078125,0.9999891519546509,1.8011454812949523e-05,4.671319857152412e-06,True,7407, located,7407, located,1.0,7407, located,16.171875,16.171875,0.0,0.23057682812213898,0.23078584671020508,0.00020901858806610107
4,685,4779,real,0.00543181411921978,0,continuation,"In a democratic system, citizens usually",0.0016239627730101347,0.16239627730101347,0.021484375,0.9999938011169434,1.061646980815567e-05,2.7383171072870027e-06,True,614, have,614, have,1.0,614, have,21.640625,21.640625,0.0,0.30539563298225403,0.30581536889076233,0.0004197359085083008
4,685,4779,real,0.00543181411921978,1,math,2 to the power of 8 is,0.010580955073237419,1.058095507323742,0.153076171875,0.9999416470527649,0.0003425303439144045,8.622263703728095e-05,True,220, ,220, ,1.0,220, ,19.21875,19.1875,-0.03125,0.42804810404777527,0.41957396268844604,-0.008474141359329224
4,685,4779,real,0.00543181411921978,2,factual,The nearest star to Earth is,0.004684322979301214,0.4684322979301214,0.13671875,0.999983012676239,0.0003446017799433321,8.674123819218948e-05,True,1304, __,1304, __,1.0,1304, __,13.9921875,14.0234375,0.03125,0.18564634025096893,0.18783143162727356,0.0021850913763046265
4,685,4779,real,0.00543181411921978,3,capital,The capital of Canada is,0.028047757223248482,2.804775722324848,0.63818359375,0.9996100068092346,0.01017081830650568,0.0025971769355237484,True,7407, located,7407, located,0.8,7407, located,15.5078125,15.765625,0.2578125,0.11912614852190018,0.15518343448638916,0.03605728596448898
4,685,4779,real,0.00543181411921978,4,code,"def add(a, b):
    return",0.0031663281843066216,0.31663281843066216,0.046875,0.9999905228614807,8.449081292383198e-07,2.7824563275657965e-07,True,264, a,264, a,1.0,264, a,23.90625,23.90625,0.0,0.9667164087295532,0.966650128364563,-6.628036499023438e-05
4,685,4779,real,0.00543181411921978,5,code,"items = [1, 2, 3]
length = len(",0.0019046206725761294,0.19046206725761294,0.03076171875,0.9999936819076538,2.8260084945941344e-05,7.137114835131797e-06,True,16,1,16,1,1.0,16,1,18.46875,18.46875,0.0,0.39086613059043884,0.38818949460983276,-0.002676635980606079
4,685,4779,real,0.00543181411921978,6,capital,The capital of France is,0.020607002079486847,2.0607002079486847,0.390625,0.9997900724411011,0.001642550458200276,0.00041355333814863116,True,12095, Paris,12095, Paris,0.8,12095, Paris,17.234375,17.21875,-0.015625,0.30551648139953613,0.31214675307273865,0.006630271673202515
4,685,4779,real,0.00543181411921978,7,continuation,The customer opened the package and found,0.001415140344761312,0.1415140344761312,0.01953125,0.9999918937683105,1.646423879719805e-05,4.05690570914885e-06,True,429, that,429, that,1.0,429, that,17.578125,17.5625,-0.015625,0.25919830799102783,0.25821149349212646,-0.0009868144989013672
4,685,4779,real,0.00543181411921978,8,continuation,"To solve the problem step by step, first",0.0031904566567391157,0.31904566567391157,0.0390625,0.9999923706054688,3.690839366754517e-05,9.398941529070726e-06,True,8253, determine,8253, determine,1.0,8253, determine,18.46875,18.46875,0.0,0.1353265345096588,0.13546982407569885,0.00014328956604003906
4,685,4779,real,0.00543181411921978,9,capital,The capital of Italy is,0.03277566656470299,3.2775666564702988,0.6898193359375,0.9994571208953857,0.012280626222491264,0.0030848984606564045,True,7407, located,7407, located,1.0,7407, located,16.1875,16.296875,0.109375,0.20208659768104553,0.23977741599082947,0.037690818309783936
4,685,4779,real,0.00543181411921978,10,math,"If a rectangle has sides 4 and 6, its area is",0.0028778747655451298,0.287787476554513,0.0459442138671875,0.9999880194664001,6.0070004110457376e-05,1.5055021776788635e-05,True,220, ,220, ,1.0,220, ,18.453125,18.46875,0.015625,0.2919444739818573,0.294655442237854,0.002710968255996704
4,685,4779,real,0.00543181411921978,11,factual,The chemical symbol for oxygen is,0.015058415941894054,1.5058415941894054,0.294921875,0.9998987317085266,0.0007089391583576798,0.00017828358977567405,True,30743, ____,30743, ____,1.0,30743, ____,19.046875,19.015625,-0.03125,0.31270965933799744,0.3190867006778717,0.006377041339874268
4,685,4779,real,0.00543181411921978,12,factual,The largest planet in the Solar System is,0.008743793703615665,0.8743793703615665,0.22265625,0.9999603033065796,0.0016785331536084414,0.0004234156949678436,False,49689, Jupiter,1304, __,1.0,49689, Jupiter,15.0,14.9765625,-0.0234375,0.09838929027318954,0.0943152979016304,-0.004073992371559143
4,685,4779,real,0.00543181411921978,13,ukrainian,Протилежне до слова гарячий —,0.0005287486128509045,0.052874861285090446,0.01953125,0.9999939799308777,3.4045951906591654e-06,1.125430571846664e-06,True,67879, это,67879, это,1.0,67879, это,6.53125,6.52734375,-0.00390625,0.08992964774370193,0.08994118124246597,1.1533498764038086e-05
4,685,4779,real,0.00543181411921978,14,russian,Вода замерзает при температуре,0.0006524822092615068,0.06524822092615068,0.0234375,1.0000016689300537,8.054792488110252e-06,1.7767977169569349e-06,True,220, ,220, ,1.0,220, ,9.859375,9.859375,0.0,0.26714596152305603,0.26775622367858887,0.0006102621555328369
4,685,4779,real,0.00543181411921978,15,factual,The process by which plants use light is called,0.008789755403995514,0.8789755403995514,0.19140625,0.9999622702598572,0.0004136745410505682,0.00010462342470418662,True,7249, photos,7249, photos,1.0,7249, photos,19.09375,19.015625,-0.078125,0.566943883895874,0.5552819967269897,-0.011661887168884277
4,685,4779,real,0.00543181411921978,16,continuation,The scientist examined the data and concluded that,0.0016252537025138736,0.16252537025138736,0.01953125,0.9999973177909851,2.2144817194202915e-05,6.005529940011911e-06,True,279, the,279, the,1.0,279, the,16.453125,16.4375,-0.015625,0.4974929690361023,0.4947756230831146,-0.002717345952987671
4,685,4779,real,0.00543181411921978,17,ukrainian,Вода замерзає за температури,0.0013421474723145366,0.13421474723145366,0.04296875,0.9999891519546509,4.456956958165392e-05,1.083232018572744e-05,True,11916,ю,11916,ю,1.0,11916,ю,10.0859375,10.0859375,0.0,0.1448928415775299,0.14513136446475983,0.00023852288722991943
4,685,4779,real,0.00543181411921978,18,continuation,"Once upon a time, in a small village,",0.0013689111219719052,0.13689111219719052,0.03125,0.9999892115592957,2.2353674467012752e-10,2.0083200524823042e-07,True,1052, there,1052, there,1.0,1052, there,17.921875,17.921875,0.0,0.6780264973640442,0.6780555248260498,2.9027462005615234e-05
4,685,4779,real,0.00543181411921978,19,continuation,The book begins with a description of,0.0015733303735032678,0.15733303735032678,0.02734375,0.9999967217445374,2.347197732888162e-05,5.813353936900967e-06,True,279, the,279, the,1.0,279, the,15.1015625,15.109375,0.0078125,0.40656569600105286,0.40896689891815186,0.002401202917098999
4,685,4779,real,0.00543181411921978,20,german,Die Hauptstadt von Frankreich ist,0.004739946685731411,0.4739946685731411,0.125,0.9999853372573853,0.0001045640092343092,2.633422627695836e-05,True,12095, Paris,12095, Paris,1.0,12095, Paris,12.4609375,12.4453125,-0.015625,0.29806914925575256,0.2962995767593384,-0.0017695724964141846
4,685,4779,real,0.00543181411921978,21,capital,The capital of Brazil is,0.02561139315366745,2.561139315366745,0.58984375,0.9996690154075623,0.009035595692694187,0.0022675315849483013,True,7407, located,7407, located,0.8,7407, located,16.078125,16.25,0.171875,0.15309502184391022,0.1875430792570114,0.034448057413101196
4,685,4779,real,0.00543181411921978,22,ukrainian,Два плюс два дорівнює,0.0010185326682403684,0.10185326682403684,0.03125,0.9999912977218628,3.254902549088001e-05,8.306509698741138e-06,True,7665, к,7665, к,1.0,7665, к,11.140625,11.140625,0.0,0.15919312834739685,0.1595178097486496,0.0003246814012527466
4,685,4779,real,0.00543181411921978,23,code,"try:
    result = 10 / 2
except Exception as e:
    print(",0.002468888647854328,0.24688886478543282,0.03125,0.9999949932098389,1.4625908988818992e-05,3.739934413715673e-06,True,607, str,607, str,1.0,607, str,17.453125,17.453125,0.0,0.2566661536693573,0.25700342655181885,0.00033727288246154785
4,685,4779,real,0.00543181411921978,24,code,"for i in range(5):
    print(",0.0025537312030792236,0.25537312030792236,0.0341796875,0.9999923706054688,2.7836977096740156e-05,6.923131422809092e-06,True,20,5,20,5,1.0,20,5,20.09375,20.09375,0.0,0.4754438102245331,0.4780038297176361,0.0025600194931030273
4,685,4779,real,0.00543181411921978,25,capital,The capital of Poland is,0.029826510697603226,2.9826510697603226,0.572265625,0.9995908737182617,0.010579627007246017,0.002671153866685927,True,7407, located,7407, located,0.8,7407, located,15.6171875,15.7890625,0.171875,0.13695135712623596,0.16773058474063873,0.03077922761440277
4,685,4779,real,0.00543181411921978,26,capital,The capital of Ukraine is,0.04096638783812523,4.096638783812523,0.8349609375,0.99925696849823,0.02525584027171135,0.006167640443891287,True,7407, located,7407, located,0.8,7407, located,16.109375,16.203125,0.09375,0.33429190516471863,0.38973554968833923,0.055443644523620605
4,685,4779,real,0.00543181411921978,27,math,"The next number in the sequence 2, 4, 8, 16 is",0.05175558850169182,5.175558850169182,0.71484375,0.9988930225372314,0.011668974533677101,0.0028655645437538624,True,510,":
",510,":
",1.0,510,":
",19.421875,19.671875,0.25,0.25789403915405273,0.30156195163726807,0.04366791248321533
4,685,4779,real,0.00543181411921978,28,continuation,"After the rain stopped, the sky became",0.0014796705218032002,0.14796705218032002,0.02734375,0.9999898076057434,1.647100543777924e-05,4.20361288888671e-06,True,2797, clear,2797, clear,1.0,2797, clear,17.640625,17.640625,0.0,0.24805451929569244,0.24806936085224152,1.4841556549072266e-05
4,685,4779,real,0.00543181411921978,29,math,"If y - 5 = 9, then y =",0.0018090876983478665,0.18090876983478665,0.0390625,0.9999883770942688,1.0629421012708917e-05,2.4355739469683613e-06,True,220, ,220, ,1.0,220, ,17.921875,17.921875,0.0,0.34557193517684937,0.3454718291759491,-0.00010010600090026855
4,685,4779,real,0.00543181411921978,30,math,One half of 50 is,0.01169835776090622,1.169835776090622,0.250244140625,0.9999217987060547,0.0004175174399279058,0.00010441024278406985,True,6144, equal,6144, equal,1.0,6144, equal,20.015625,20.0,-0.015625,0.46574845910072327,0.4568553566932678,-0.008893102407455444
4,685,4779,real,0.00543181411921978,31,capital,The capital of Portugal is,0.019526049494743347,1.9526049494743347,0.37890625,0.9998039603233337,0.0028311884962022305,0.0007046062382869422,True,7407, located,7407, located,1.0,7407, located,16.171875,16.265625,0.09375,0.23057682812213898,0.24644194543361664,0.01586511731147766
4,685,4779,unrelated,0.00543181411921978,0,continuation,"In a democratic system, citizens usually",0.0014003050746396184,0.14003050746396184,0.0234375,0.9999883770942688,6.791513897042023e-06,1.7713251736495295e-06,True,614, have,614, have,1.0,614, have,21.640625,21.640625,0.0,0.30539563298225403,0.30554118752479553,0.0001455545425415039
4,685,4779,unrelated,0.00543181411921978,1,math,2 to the power of 8 is,0.01529502123594284,1.529502123594284,0.203125,0.9998884201049805,0.00027677000616677105,6.902341556269675e-05,True,220, ,220, ,1.0,220, ,19.21875,19.1875,-0.03125,0.42804810404777527,0.42135879397392273,-0.006689310073852539
4,685,4779,unrelated,0.00543181411921978,2,factual,The nearest star to Earth is,0.0035456388723105192,0.3545638872310519,0.1171875,0.9999867677688599,0.00021373706113081425,5.366181721910834e-05,True,1304, __,1304, __,1.0,1304, __,13.9921875,14.0234375,0.03125,0.18564634025096893,0.18801414966583252,0.0023678094148635864
4,685,4779,unrelated,0.00543181411921978,3,capital,The capital of Canada is,0.03393944725394249,3.393944725394249,0.52734375,0.9996756315231323,0.0017904263222590089,0.000448240534751676,True,7407, located,7407, located,0.8,7407, located,15.5078125,15.6015625,0.09375,0.11912614852190018,0.12228167802095413,0.003155529499053955
4,685,4779,unrelated,0.00543181411921978,4,code,"def add(a, b):
    return",0.004518690053373575,0.4518690053373575,0.05859375,0.9999932646751404,4.810584073311475e-07,6.365718796530473e-08,True,264, a,264, a,1.0,264, a,23.90625,23.90625,0.0,0.9667164087295532,0.9667442440986633,2.7835369110107422e-05
4,685,4779,unrelated,0.00543181411921978,5,code,"items = [1, 2, 3]
length = len(",0.0019053311552852392,0.19053311552852392,0.0283203125,0.999992847442627,2.264889917569235e-05,5.475084208228509e-06,True,16,1,16,1,1.0,16,1,18.46875,18.484375,0.015625,0.39086613059043884,0.3925607204437256,0.0016945898532867432
4,685,4779,unrelated,0.00543181411921978,6,capital,The capital of France is,0.02577001228928566,2.577001228928566,0.4609375,0.9997223615646362,0.0049854726530611515,0.0012414692318998277,True,12095, Paris,12095, Paris,0.8,12095, Paris,17.234375,17.03125,-0.203125,0.30551648139953613,0.26720815896987915,-0.03830832242965698
4,685,4779,unrelated,0.00543181411921978,7,continuation,The customer opened the package and found,0.0015020001446828246,0.15020001446828246,0.0234375,0.9999960064888,1.316197267442476e-05,3.3191679449373623e-06,True,429, that,429, that,1.0,429, that,17.578125,17.5625,-0.015625,0.25919830799102783,0.2584291398525238,-0.0007691681385040283
4,685,4779,unrelated,0.00543181411921978,8,continuation,"To solve the problem step by step, first",0.004299314692616463,0.42993146926164627,0.046875,0.9999899864196777,4.4569354940904304e-05,1.1338037893438013e-05,True,8253, determine,8253, determine,1.0,8253, determine,18.46875,18.484375,0.015625,0.1353265345096588,0.13637806475162506,0.0010515302419662476
4,685,4779,unrelated,0.00543181411921978,9,capital,The capital of Italy is,0.032959144562482834,3.2959144562482834,0.6484375,0.9994937181472778,0.008370856754481792,0.0020907169673591852,True,7407, located,7407, located,1.0,7407, located,16.1875,16.21875,0.03125,0.20208659768104553,0.22604060173034668,0.023954004049301147
4,685,4779,unrelated,0.00543181411921978,10,math,"If a rectangle has sides 4 and 6, its area is",0.0021786894649267197,0.21786894649267197,0.041015625,0.999990701675415,3.477913196547888e-05,8.783076737017836e-06,True,220, ,220, ,1.0,220, ,18.453125,18.453125,0.0,0.2919444739818573,0.293166846036911,0.001222372055053711
4,685,4779,unrelated,0.00543181411921978,11,factual,The chemical symbol for oxygen is,0.018269367516040802,1.8269367516040802,0.3818359375,0.999829888343811,0.0010748723288998008,0.0002701385092223063,True,30743, ____,30743, ____,1.0,30743, ____,19.046875,19.0,-0.046875,0.31270965933799744,0.3034740686416626,-0.009235590696334839
4,685,4779,unrelated,0.00543181411921978,12,factual,The largest planet in the Solar System is,0.017148690298199654,1.7148690298199654,0.421875,0.9998685717582703,0.008156702853739262,0.002080150065012276,False,49689, Jupiter,1304, __,1.0,49689, Jupiter,15.0,14.8359375,-0.1640625,0.09838929027318954,0.08524493128061295,-0.013144358992576599
4,685,4779,unrelated,0.00543181411921978,13,ukrainian,Протилежне до слова гарячий —,0.0006742828409187496,0.06742828409187496,0.03125,0.9999935626983643,1.3665514416061342e-05,3.261210622440558e-06,True,67879, это,67879, это,1.0,67879, это,6.53125,6.515625,-0.015625,0.08992964774370193,0.08910316973924637,-0.0008264780044555664
4,685,4779,unrelated,0.00543181411921978,14,russian,Вода замерзает при температуре,0.0005837153294123709,0.05837153294123709,0.0234375,1.0000014305114746,1.3194572602515109e-05,3.1796091661817627e-06,True,220, ,220, ,1.0,220, ,9.859375,9.8515625,-0.0078125,0.26714596152305603,0.26603949069976807,-0.0011064708232879639
4,685,4779,unrelated,0.00543181411921978,15,factual,The process by which plants use light is called,0.006682740058749914,0.6682740058749914,0.1484375,0.9999765753746033,0.00011321376950945705,2.8271705559745897e-05,True,7249, photos,7249, photos,1.0,7249, photos,19.09375,19.078125,-0.015625,0.566943883895874,0.5624908208847046,-0.004453063011169434
4,685,4779,unrelated,0.00543181411921978,16,continuation,The scientist examined the data and concluded that,0.0018016890389844775,0.18016890389844775,0.02734375,1.0000007152557373,5.295895789458882e-06,1.5591942883474985e-06,True,279, the,279, the,1.0,279, the,16.453125,16.453125,0.0,0.4974929690361023,0.49766048789024353,0.00016751885414123535
4,685,4779,unrelated,0.00543181411921978,17,ukrainian,Вода замерзає за температури,0.002930423943325877,0.2930423943325877,0.09375,0.9999867677688599,0.0001591269247001037,3.945814387407154e-05,True,11916,ю,11916,ю,1.0,11916,ю,10.0859375,10.0546875,-0.03125,0.1448928415775299,0.14216512441635132,-0.002727717161178589
4,685,4779,unrelated,0.00543181411921978,18,continuation,"Once upon a time, in a small village,",0.001453639124520123,0.1453639124520123,0.02734375,0.9999881386756897,1.7138372641056776e-05,4.455064299691003e-06,True,1052, there,1052, there,1.0,1052, there,17.921875,17.9375,0.015625,0.6780264973640442,0.6800215840339661,0.001995086669921875
4,685,4779,unrelated,0.00543181411921978,19,continuation,The book begins with a description of,0.0015083220787346363,0.15083220787346363,0.0234375,0.9999904632568359,3.0034385417820886e-05,7.686045591981383e-06,True,279, the,279, the,1.0,279, the,15.1015625,15.1171875,0.015625,0.40656569600105286,0.41004273295402527,0.003477036952972412
4,685,4779,unrelated,0.00543181411921978,20,german,Die Hauptstadt von Frankreich ist,0.005409760866314173,0.5409760866314173,0.24755859375,0.9999845623970032,0.0014366628602147102,0.0003545827930793166,True,12095, Paris,12095, Paris,1.0,12095, Paris,12.4609375,12.4765625,0.015625,0.29806914925575256,0.30799561738967896,0.009926468133926392
4,685,4779,unrelated,0.00543181411921978,21,capital,The capital of Brazil is,0.026197267696261406,2.6197267696261406,0.5,0.9997215270996094,0.003983236383646727,0.0009992080158554018,True,7407, located,7407, located,0.8,7407, located,16.078125,15.9921875,-0.0859375,0.15309502184391022,0.14315791428089142,-0.009937107563018799
4,685,4779,unrelated,0.00543181411921978,22,ukrainian,Два плюс два дорівнює,0.000961558660492301,0.0961558660492301,0.03125,0.9999936819076538,2.8855865821242332e-05,7.236892997752875e-06,True,7665, к,7665, к,1.0,7665, к,11.140625,11.140625,0.0,0.15919312834739685,0.159249410033226,5.62816858291626e-05
4,685,4779,unrelated,0.00543181411921978,23,code,"try:
    result = 10 / 2
except Exception as e:
    print(",0.0016093325102701783,0.16093325102701783,0.03125,0.9999948143959045,2.8348493287921883e-05,7.010029548837338e-06,True,607, str,607, str,1.0,607, str,17.453125,17.46875,0.015625,0.2566661536693573,0.25904223322868347,0.002376079559326172
4,685,4779,unrelated,0.00543181411921978,24,code,"for i in range(5):
    print(",0.0023078364320099354,0.23078364320099354,0.03515625,0.9999934434890747,1.862923090811819e-05,4.636034645955078e-06,True,20,5,20,5,1.0,20,5,20.09375,20.09375,0.0,0.4754438102245331,0.47666510939598083,0.001221299171447754
4,685,4779,unrelated,0.00543181411921978,25,capital,The capital of Poland is,0.031673628836870193,3.1673628836870193,0.59716796875,0.9995125532150269,0.008695011958479881,0.0021507672499865294,True,7407, located,7407, located,1.0,7407, located,15.6171875,15.71875,0.1015625,0.13695135712623596,0.1621960699558258,0.025244712829589844
4,685,4779,unrelated,0.00543181411921978,26,capital,The capital of Ukraine is,0.019414499402046204,1.9414499402046204,0.4140625,0.9998249411582947,0.0023263038601726294,0.0005831648304592818,True,7407, located,7407, located,0.8,7407, located,16.109375,16.046875,-0.0625,0.33429190516471863,0.31516033411026,-0.019131571054458618
4,685,4779,unrelated,0.00543181411921978,27,math,"The next number in the sequence 2, 4, 8, 16 is",0.02491622604429722,2.491622604429722,0.390625,0.9997179508209229,0.0008854565676301718,0.0002196874629589729,True,510,":
",510,":
",0.8,510,":
",19.421875,19.390625,-0.03125,0.25789403915405273,0.25153231620788574,-0.006361722946166992
4,685,4779,unrelated,0.00543181411921978,28,continuation,"After the rain stopped, the sky became",0.0017277251463383436,0.17277251463383436,0.02734375,0.9999936819076538,1.824834725994151e-05,4.5303777369554155e-06,True,2797, clear,2797, clear,1.0,2797, clear,17.640625,17.640625,0.0,0.24805451929569244,0.24783968925476074,-0.00021483004093170166
4,685,4779,unrelated,0.00543181411921978,29,math,"If y - 5 = 9, then y =",0.0018296546768397093,0.18296546768397093,0.0390625,0.999988853931427,2.6971669285558164e-05,6.607895784327411e-06,True,220, ,220, ,1.0,220, ,17.921875,17.9375,0.015625,0.34557193517684937,0.3486170768737793,0.0030451416969299316
4,685,4779,unrelated,0.00543181411921978,30,math,One half of 50 is,0.010985106229782104,1.0985106229782104,0.19921875,0.9999358654022217,0.000311527430312708,7.816571451257914e-05,True,6144, equal,6144, equal,1.0,6144, equal,20.015625,20.015625,0.0,0.46574845910072327,0.4583595097064972,-0.007388949394226074
4,685,4779,unrelated,0.00543181411921978,31,capital,The capital of Portugal is,0.024309402331709862,2.430940233170986,0.46484375,0.9997186660766602,0.004693018272519112,0.0011849033180624247,True,7407, located,7407, located,1.0,7407, located,16.171875,16.109375,-0.0625,0.23057682812213898,0.21099621057510376,-0.019580617547035217
4,685,4779,random_0,0.00543181411921978,0,continuation,"In a democratic system, citizens usually",0.0014867241261526942,0.14867241261526942,0.0234375,0.99998939037323,2.7662426873575896e-05,6.943577091078623e-06,True,614, have,614, have,1.0,614, have,21.640625,21.625,-0.015625,0.30539563298225403,0.30239543318748474,-0.003000199794769287
4,685,4779,random_0,0.00543181411921978,1,math,2 to the power of 8 is,0.009073957800865173,0.9073957800865173,0.13623046875,0.9999493360519409,0.00032072848989628255,8.105943561531603e-05,True,220, ,220, ,1.0,220, ,19.21875,19.1875,-0.03125,0.42804810404777527,0.4185427725315094,-0.00950533151626587
4,685,4779,random_0,0.00543181411921978,2,factual,The nearest star to Earth is,0.003740075509995222,0.3740075509995222,0.12109375,0.99998939037323,0.000330189912347123,8.273314233520068e-05,True,1304, __,1304, __,1.0,1304, __,13.9921875,13.9609375,-0.03125,0.18564634025096893,0.18341511487960815,-0.002231225371360779
4,685,4779,random_0,0.00543181411921978,3,capital,The capital of Canada is,0.024790270254015923,2.4790270254015923,0.53515625,0.999772846698761,0.006704234983772039,0.0016600210801698267,True,7407, located,7407, located,0.8,7407, located,15.5078125,15.4921875,-0.015625,0.11912614852190018,0.10645309835672379,-0.012673050165176392
4,685,4779,random_0,0.00543181411921978,4,code,"def add(a, b):
    return",0.003995110280811787,0.39951102808117867,0.048828125,0.9999875426292419,1.0613786116664414e-06,3.0018171059964516e-07,True,264, a,264, a,1.0,264, a,23.90625,23.90625,0.0,0.9667164087295532,0.9666602611541748,-5.614757537841797e-05
4,685,4779,random_0,0.00543181411921978,5,code,"items = [1, 2, 3]
length = len(",0.0031173338647931814,0.31173338647931814,0.0390625,0.9999896287918091,2.4544411644455977e-05,6.469582785939565e-06,True,16,1,16,1,1.0,16,1,18.46875,18.46875,0.0,0.39086613059043884,0.38863590359687805,-0.002230226993560791
